rank;company;country;region;industry;rnd;rndGrowth;sales;salesGrowth;rndIntensity;capex;capexGrowth;capexIntensity;opProfits;opProfitsGrouth;profitability;employees;employeesGrowth;marketCap;marketCapGrowth
1094;SHENZHEN SED INDUSTRY;China;China;Technology Hardware & Equipment;138.7;3211.5;5870.2;2715.5;2.4;80.7;20267.8;1.4;277.4;817.8;4.7;20696;4247.9;1089.1;-18.0
1095;HERAEUS;Germany;EU;Industrial Metals & Mining;138.4;-2.9;31531.8;40.9;0.4;194.5;-13.5;0.6;280.6;38.6;0.9;14123;0.0;;
1096;CHENG SHIN RUBBER;Taiwan;RoW;Automobiles & Parts;138.4;-4.9;3237.6;5.5;4.3;139.6;-33.6;4.3;264.2;-13.7;8.2;;;3850.0;3.5
1097;KEYENCE;Japan;Japan;Electronic & Electrical Equipment;138.2;11.1;5838.0;40.3;2.4;47.6;41.4;0.8;3231.8;51.1;55.4;8961;6.9;124335.5;51.4
1098;LANDIS+GYR;Switzerland;RoW;Electricity;138.2;10.3;1292.6;7.8;10.7;23.9;1.8;1.9;78.4;-124.3;6.1;6500;28.2;1961.8;26.9
1099;DYNATRACE;US;US;Software & Computer Services;138.0;40.3;820.6;32.1;16.8;15.6;25.7;1.9;71.8;-11.5;8.8;3600;29.5;17251.5;57.2
1100;CHENGDU KANGHONG PHARMACEUTICAL;China;China;Pharmaceuticals & Biotechnology;137.8;-40.1;492.6;9.4;28.0;78.9;-7.7;16.0;40.6;-151.0;8.2;3848;-0.9;1721.8;-58.5
1101;RELIANCE INDUSTRIES;India;RoW;Chemicals;137.8;-10.4;83175.3;50.0;0.2;;;;11361.2;78.7;13.7;;;181541.4;8.7
1102;REATA PHARMACEUTICALS;US;US;Pharmaceuticals & Biotechnology;137.7;-1.9;10.1;27.4;1357.6;1.2;43.4;11.6;-216.1;8.1;-2129.7;349;27.8;2958.9;11.8
1103;SHENZHEN EVERWIN PRECISION TECHNOLOGY;China;China;Electronic & Electrical Equipment;137.6;23.0;1512.2;12.7;9.1;261.0;25.8;17.3;-13.8;-108.9;-0.9;29181;20.1;2830.4;-7.0
1104;ALECTOR;US;US;Pharmaceuticals & Biotechnology;137.5;14.7;182.8;881.5;75.2;2.9;-35.5;1.6;-33.0;-80.9;-18.0;208;21.6;1930.1;113.5
1105;ISOFTSTONE;China;China;Software & Computer Services;137.2;18.6;2287.8;28.1;6.0;39.2;;1.7;159.5;-15.6;7.0;;;;
1106;ENFUSION;US;US;Software & Computer Services;137.2;1913.5;98.6;40.4;139.1;7.1;58.1;7.2;-243.6;-4642.0;-247.0;892;39.6;;
1107;TRAVELSKY TECHNOLOGY;China;China;Technology Hardware & Equipment;137.1;2.7;742.5;0.0;18.5;66.7;-9.8;9.0;19.7;-64.3;2.7;6608;-7.7;1539.5;-9.6
1108;VOITH;Germany;EU;General Industrials;137.1;0.6;4260.4;2.1;3.2;104.7;29.7;2.5;88.3;43.4;2.1;20192;-0.2;;
1109;SOPRA STERIA;France;EU;Software & Computer Services;137.0;5.0;4682.8;9.9;2.9;54.6;1.9;1.2;315.8;53.4;6.7;47437;3.2;3542.4;26.5
1110;SINOVAC BIOTECH;China;China;Pharmaceuticals & Biotechnology;136.9;218.0;17106.6;3694.4;0.8;635.5;464.6;3.7;15500.8;7942.8;90.6;;;;
1111;BUHLER;Switzerland;RoW;Industrial Engineering;136.9;1.8;2613.2;0.1;5.2;32.1;-42.3;1.2;141.2;0.2;5.4;12489;0.3;;
1112;HILL-ROM;US;US;Health Care Equipment & Services;136.9;2.1;2665.3;4.8;5.1;81.3;-13.0;3.1;463.9;23.9;17.4;10000;0.0;8459.8;53.4
1113;BRUNSWICK;US;US;Leisure Goods;136.4;22.7;5161.8;34.5;2.6;235.8;46.4;4.6;718.4;49.3;13.9;18582;29.2;6628.4;53.2
1114;ADVANTECH;Taiwan;RoW;Technology Hardware & Equipment;136.1;5.3;1869.2;14.7;7.3;32.6;65.2;1.7;318.6;9.3;17.0;;;9522.8;27.5
1115;LB GROUP;China;China;Chemicals;135.8;90.5;2722.0;43.6;5.0;382.3;188.5;14.0;815.4;64.6;30.0;13718;36.7;7919.3;71.7
1116;SIHUAN PHARMACEUTICAL;China;China;Pharmaceuticals & Biotechnology;135.7;29.5;456.2;33.1;29.8;83.3;18.6;18.3;39.6;-4.1;8.7;4282;-1.7;2471.3;145.3
1117;COMMVAULT SYSTEMS;US;US;Software & Computer Services;135.6;15.2;679.5;6.4;20.0;3.5;-52.2;0.5;42.2;-6826.5;6.2;2848;6.6;3279.3;85.2
1118;KARYOPHARM THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;135.4;1.7;185.3;94.1;73.1;0.2;46.2;0.1;-86.8;-42.8;-46.8;442;2.3;386.6;-60.8
1119;VALNEVA;France;EU;Pharmaceuticals & Biotechnology;135.4;319.2;348.1;215.5;38.9;92.2;387.1;26.5;-61.3;11.3;-17.6;722;35.7;2102.1;342.7
1120;NEWELL BRANDS;US;US;Household Goods & Home Construction;135.1;6.2;9349.3;12.8;1.4;255.2;11.6;2.7;849.4;-256.9;9.1;32000;3.2;9543.9;59.4
1121;SATELLTTE CHEMICAL;China;China;Chemicals;135.0;115.9;3897.2;177.3;3.5;563.2;-23.0;14.5;1015.8;251.8;26.1;3409;4.2;9957.6;243.8
1122;ING GROEP;Netherlands;EU;Banks;135.0;-36.6;18523.0;3.6;0.7;184.0;-35.9;1.0;6782.0;78.1;36.6;64959;16.2;45677.1;72.1
1123;COCHLEAR;Australia;RoW;Health Care Equipment & Services;135.0;8.1;1051.4;9.9;12.8;28.5;-5.5;2.7;240.5;20.9;22.9;;;9826.6;21.4
1124;NTN;Japan;Japan;Industrial Engineering;134.9;-0.2;4963.3;14.1;2.7;126.3;-25.4;2.5;48.5;-212.2;1.0;23383;0.4;1037.3;23.5
1125;SUZHOU DONGSHAN PRECISION MANUFACTURING COPANY;China;China;Technology Hardware & Equipment;134.6;12.7;4381.0;13.2;3.1;422.6;27.5;9.6;374.2;3.8;8.5;19962;-5.0;3697.7;-24.0
1126;COURSERA;US;US;Software & Computer Services;134.5;76.0;366.7;41.5;36.7;2.4;-11.5;0.7;-126.3;114.9;-34.4;1138;46.1;4678.6;
1127;KAJIMA;Japan;Japan;Construction & Materials;134.2;15.5;16077.5;9.0;0.8;382.0;6.6;2.4;826.7;-15.4;5.1;;;5815.6;7.7
1128;POWERCHIP;Taiwan;RoW;Technology Hardware & Equipment;134.2;30.1;2092.5;43.6;6.4;316.7;200.4;15.1;631.9;258.2;30.2;;;;
1129;GIESECKE+DEVRIENT;Germany;EU;Support Services;134.1;18.1;2376.6;2.8;5.6;60.5;-16.9;2.5;166.8;38.0;7.0;11768;2.5;;
1130;DUERR;Germany;EU;Industrial Engineering;134.0;14.7;3536.7;6.4;3.8;53.9;86.7;1.5;173.4;1362.6;4.9;17802;7.7;2873.3;49.4
1131;ARLA FOODS;Denmark;EU;Food Producers;134.0;7.2;11202.0;5.2;1.2;452.0;-5.4;4.0;451.0;1.8;4.0;20617;3.0;;
1132;RAYDIUM SEMI-CONDUCTOR;Taiwan;RoW;Electronic & Electrical Equipment;133.9;111.4;791.9;72.2;16.9;11.7;202.8;1.5;165.5;367.3;20.9;;;;
1133;RAKUTEN;Japan;Japan;General Retailers;133.6;64.8;13001.2;15.5;1.0;2217.6;2.7;17.1;-1806.2;69.1;-13.9;28261;18.5;14058.5;35.9
1134;ALTAIR ENGINEERING;US;US;Software & Computer Services;133.4;19.8;469.9;13.2;28.4;6.9;28.8;1.5;15.4;48.5;3.3;2800;3.7;3042.3;94.1
1135;C3.AI;US;US;Software & Computer Services;133.4;119.4;223.2;38.0;59.8;3.3;132.9;1.5;-173.2;225.5;-77.6;704;22.6;4578.3;
1136;MSCI;US;US;Financial Services;133.2;15.9;1804.3;20.5;7.4;18.6;-3.4;1.0;947.1;21.2;52.5;4303;18.4;46191.3;67.6
1137;EVE ENERGY;China;China;Electronic & Electrical Equipment;133.2;72.1;2331.8;107.1;5.7;869.0;207.7;37.3;234.4;34.8;10.1;14826;53.3;25953.5;115.0
1138;HUMANWELL HEALTHCARE;China;China;Pharmaceuticals & Biotechnology;133.1;13.8;2797.4;0.2;4.8;235.8;58.1;8.4;370.4;-8.3;13.2;15746;4.7;4056.4;-39.2
1139;IMMUNOGEN;US;US;Pharmaceuticals & Biotechnology;133.1;31.6;61.7;-47.2;215.8;1.3;56.4;2.1;-110.4;498.6;-179.0;106;34.2;1081.2;89.6
1140;SHENGYI TECHNOLOGY;China;China;Industrial Metals & Mining;133.0;35.6;2713.4;36.9;4.9;247.6;1.5;9.1;442.3;40.3;16.3;11451;5.9;7499.3;-4.5
1141;TUSAS TURK HAVACILIK VE UZAY SANAYII;Turkey;RoW;Aerospace & Defence;132.5;209.7;873.8;59.8;15.2;;;;92.9;23.0;10.6;;;;
1142;CAMBRICON TECHNOLOGIES;China;China;Technology Hardware & Equipment;132.5;46.8;99.4;57.5;133.3;70.0;94.5;70.4;-129.7;66.6;-130.4;1497;18.1;;
1143;HUNTSMAN;US;US;Chemicals;132.4;11.1;7463.4;40.5;1.8;302.0;37.3;4.0;712.5;243.4;9.5;9000;0.0;5178.9;23.0
1144;GEM;China;China;Mining;132.1;62.4;2662.6;54.9;5.0;439.3;122.3;16.5;243.5;65.1;9.1;7011;36.7;8863.3;185.9
1145;MTU AERO ENGINES;Germany;EU;Aerospace & Defence;132.0;12.8;4188.0;5.3;3.2;262.0;34.4;6.3;353.0;35.2;8.4;10508;1.9;10349.1;25.4
1146;MACROGENICS;US;US;Pharmaceuticals & Biotechnology;132.0;69.3;68.4;-26.2;193.0;5.5;5.0;8.0;-179.1;54.7;-261.9;427;15.4;1273.8;-7.9
1147;TALIS BIOMEDICAL;US;US;Pharmaceuticals & Biotechnology;131.9;91.3;7.2;-25.1;1823.5;2.5;-65.1;35.0;-169.4;110.4;-2341.2;242;82.0;182.8;
1148;CYTOKINETICS;US;US;Pharmaceuticals & Biotechnology;131.9;85.7;62.2;26.2;212.1;43.2;342.2;69.4;-164.5;98.3;-264.5;253;37.5;2431.1;63.0
1149;CIR;Italy;EU;General Industrials;131.7;-9.2;1980.8;8.0;6.7;117.4;-8.8;5.9;80.1;525.7;4.0;17201;-2.6;424.5;21.7
1150;MINGYANG SMART ENERGY;China;China;Industrial Engineering;131.7;47.6;3684.1;19.7;3.6;1023.8;123.4;27.8;422.1;51.3;11.5;10089;-0.7;4606.3;127.5
1151;SINOMA SCIENCE & TECHNOLOGY;China;China;Chemicals;131.4;21.9;2723.6;7.4;4.8;250.0;-33.5;9.2;537.5;36.5;19.7;18525;0.0;6938.0;49.7
1152;RED BULL TECHNOLOGY;UK;Row;Automobiles & Parts;131.1;-14.8;374.2;-6.5;35.0;35.1;81.4;9.4;13.9;1.5;3.7;934;7.9;;
1153;CANADIAN NATIONAL RAILWAY;Canada;RoW;Travel & Leisure;131.1;-6.8;9935.6;4.8;1.3;1984.1;1.0;20.0;3911.9;19.3;39.4;22604;-7.3;72206.1;7.9
1154;CNOOC ENERGY TECHNOLOGY & SERVICES;China;China;Oil & Gas Producers;131.0;25.4;5324.4;16.4;2.5;199.9;160.2;3.8;229.7;-10.9;4.3;14925;-1.3;718.6;10.3
1155;KOERBER;Germany;EU;General Industrials;131.0;-10.2;1763.3;-12.7;7.4;29.9;-34.5;1.7;-83.8;-73.5;-4.8;10370;-0.2;;
1156;PETROBRAS;Brazil;RoW;Oil & Gas Producers;130.7;20.3;71627.0;66.4;0.2;5401.1;13.9;7.5;29354.4;250.7;41.0;45532;;24102.0;24.2
1157;SEMTECH;US;US;Technology Hardware & Equipment;130.6;25.9;654.1;24.5;20.0;23.1;-20.0;3.5;120.2;81.6;18.4;1439;3.2;3975.5;17.8
1158;GIGABYTE TECHNOLOGY;Taiwan;RoW;Technology Hardware & Equipment;130.5;73.3;3887.1;44.1;3.4;18.7;9.8;0.5;500.3;208.3;12.9;;;1779.7;3.4
1159;MOMENTIVE;US;US;Software & Computer Services;130.4;20.9;391.8;18.2;33.3;0.6;-6.0;0.2;-99.4;38.0;-25.4;1600;17.0;2554.1;-17.1
1160;JOHN LEWIS;UK;Row;General Retailers;130.4;1.0;12854.6;0.6;1.0;244.0;67.9;1.9;189.9;-145.8;1.5;79500;-1.7;;
1161;BOUYGUES;France;EU;Construction & Materials;130.0;0.0;37589.0;8.3;0.3;1992.0;18.1;5.3;1619.0;49.2;4.3;124651;-3.4;13530.8;7.0
1162;ADIDAS;Germany;EU;Personal Goods;130.0;0.0;21234.0;7.0;0.6;494.0;30.3;2.3;1986.0;130.7;9.4;61401;-1.4;60024.6;17.2
1163;HENGLI PETROCHEMICAL;China;China;Industrial Engineering;129.8;24.1;26857.1;30.7;0.5;1856.0;-44.1;6.9;3395.9;2.8;12.6;35650;20.8;25560.8;89.3
1164;HENAN MINGTAI AL.;China;China;Industrial Metals & Mining;129.7;87.6;3307.3;50.8;3.9;56.8;14.9;1.7;302.6;52.8;9.1;6063;14.4;3712.8;306.2
1165;SENTINELONE;US;US;Software & Computer Services;129.7;125.3;180.8;120.1;71.7;3.2;11.3;1.8;-234.7;130.1;-129.8;1200;71.4;2352.6;
1166;HORIBA;Japan;Japan;Electronic & Electrical Equipment;129.2;7.2;1734.1;19.9;7.4;94.3;-16.6;5.4;236.0;55.0;13.6;8205;-0.8;2587.7;35.5
1167;CHINA FIRST HEAVY INDUSTRIES;China;China;Industrial Engineering;129.0;32.1;3173.4;16.0;4.1;22.8;-61.4;0.7;83.6;37.3;2.6;8049;0.9;3450.2;235.5
1168;CHAOWEI POWER;China;China;Electronic & Electrical Equipment;128.8;8.4;4087.1;8.0;3.2;123.1;64.8;3.0;199.3;6.4;4.9;13062;-13.5;301.3;-26.7
1169;ARCUTIS BIOTHERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;128.5;26.2;;;;0.9;210.0;;-182.3;51.1;;147;172.2;939.1;11.1
1170;QUANTUMSCAPE;US;US;Automobiles & Parts;128.4;130.0;;;;112.3;427.9;;-190.1;165.7;;570;;5043.3;2408.6
1171;LEONI;Germany;EU;Electronic & Electrical Equipment;128.2;3.8;5118.9;23.8;2.5;162.6;-12.6;3.2;108.8;-143.8;2.1;101372;0.4;545.2;182.4
1172;PAYLOCITY HOLDING;US;US;Software & Computer Services;128.1;33.8;752.8;34.1;17.0;16.0;91.0;2.1;74.7;41.1;9.9;;;12977.8;85.5
1173;CHARGEPOINT;US;US;Electricity;128.1;93.3;212.8;64.5;60.2;14.5;42.9;6.8;-229.9;115.3;-108.1;1436;37.4;6024.2;2029.5
1174;ALTRIA;US;US;Tobacco;128.0;10.7;22967.5;-0.5;0.6;149.2;-26.8;0.6;10431.7;27.8;45.4;6000;-15.5;81783.5;14.0
1175;FUYAO GLASS INDUSTRY GROUP;China;China;General Industrials;127.7;12.9;3271.3;18.6;3.9;317.4;30.8;9.7;608.6;21.5;18.6;26532;2.6;13297.5;65.3
1176;LX SEMICON;South Korea;RoW;Electronic & Electrical Equipment;127.5;41.8;1412.9;63.4;9.0;26.8;71.9;1.9;275.0;292.3;19.5;;;1397.8;156.1
1177;ACI WORLDWIDE;US;US;Software & Computer Services;127.4;3.6;1210.1;5.9;10.5;18.2;15.6;1.5;197.2;17.9;16.3;3610;-4.2;3343.2;10.7
1178;VIRGIN GALACTIC HOLDINGS;US;US;Aerospace & Defence;127.4;-6.6;2.9;1283.2;4382.7;4.1;-73.1;140.8;-282.1;16.2;-9706.4;804;-2.3;6157.8;85.2
1179;ANGLO AMERICAN;UK;Row;Mining;127.1;17.1;36682.8;34.4;0.3;5060.9;23.3;13.8;21648.4;47.8;59.0;62000;-3.1;49515.3;67.1
1180;KONGSBERG GRUPPEN;Norway;RoW;Aerospace & Defence;127.1;9.3;2747.8;6.1;4.6;57.7;7.7;2.1;286.6;47.5;10.4;11122;4.1;4339.5;85.5
1181;TOPSEC TECHNOLOGIES;China;China;Technology Hardware & Equipment;127.1;35.6;459.2;-41.5;27.7;71.9;35.6;15.7;42.7;-54.8;9.3;6269;17.0;2793.7;-18.4
1182;NEWMARKET;US;US;Chemicals;127.1;2.6;2080.3;17.2;6.1;69.7;-15.4;3.4;227.6;-17.3;10.9;2104;0.0;3374.4;-6.1
1183;TONGFU MICROELECTRONICS;China;China;Technology Hardware & Equipment;127.1;23.8;2148.4;47.6;5.9;887.7;76.5;41.3;166.1;96.5;7.7;16737;23.1;3790.3;-0.4
1184;TIETOEVRY;Finland;EU;Software & Computer Services;127.0;-5.9;2823.4;1.3;4.5;80.8;-3.2;2.9;270.5;51.1;9.6;24389;3.2;3571.7;19.7
1185;FUJIKURA;Japan;Japan;Electronic & Electrical Equipment;126.9;-0.5;5182.3;4.1;2.4;121.9;-15.5;2.4;289.7;393.6;5.6;52434;-2.4;1450.1;103.2
1186;VISIONOX TECHNOLOGY;China;China;Food Producers;126.9;53.5;567.1;98.9;22.4;113.8;-65.9;20.1;-213.6;-284.1;-37.7;6598;14.8;1694.1;-28.5
1187;HANON SYSTEMS;South Korea;RoW;Automobiles & Parts;126.5;-3.2;5470.0;7.0;2.3;449.4;0.3;8.2;242.4;3.2;4.4;;;6533.8;27.5
1188;JCET GROUP;China;China;Technology Hardware & Equipment;126.3;15.0;4195.1;15.1;3.0;604.0;30.9;14.4;432.4;62.9;10.3;23255;-0.4;7586.6;8.2
1189;LINDE;Ireland;EU;Electronic & Electrical Equipment;126.3;-5.9;27187.9;13.0;0.5;2724.7;-9.2;10.0;4570.0;47.9;16.8;72327;-2.5;143437.9;23.8
1190;WUXI APPTEC;China;China;Pharmaceuticals & Biotechnology;126.2;68.4;3174.2;38.5;4.0;936.7;123.3;29.5;640.2;41.4;20.2;34912;32.2;46870.7;117.7
1191;KCC;South Korea;RoW;Construction & Materials;126.0;12.2;4371.4;15.6;2.9;192.9;6.8;4.4;289.3;190.5;6.6;;;2380.4;158.1
1192;ZYMERGEN;US;US;Personal Goods;125.8;83.7;14.8;26.0;851.1;29.5;94.8;199.7;-291.9;37.1;-1974.4;507;-33.5;1186.1;
1193;SHIMIZU;Japan;Japan;Construction & Materials;125.8;9.8;11464.3;1.8;1.1;;;;349.0;-54.9;3.0;;;4815.7;-3.2
1194;MINTH;China;China;Automobiles & Parts;125.5;23.4;1929.2;11.7;6.5;435.5;42.0;22.6;191.7;-18.1;9.9;19359;8.7;4242.5;25.1
1195;TOPCON;Japan;Japan;Health Care Equipment & Services;125.1;8.5;1363.9;28.5;9.2;38.2;-6.1;2.8;117.9;134.4;8.6;5248;5.9;1561.9;118.8
1196;RUBIUS THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;125.0;21.9;;;;3.2;-33.6;;-171.8;16.9;;269;31.9;1721.6;401.4
1197;OFFCN EDUCATION TECHNOLOGY;China;China;Support Services;124.9;-14.2;945.9;-38.7;13.2;189.4;3.2;20.0;-324.8;-183.2;-34.3;36143;-19.8;2392.6;-38.3
1198;TORO;US;US;Industrial Engineering;124.5;13.6;3496.0;17.2;3.6;115.8;68.0;3.3;447.6;18.9;12.8;9520;-8.3;10332.4;44.9
1199;GEA;Germany;EU;Industrial Engineering;124.5;-3.5;4702.9;1.5;2.6;129.9;33.1;2.8;377.9;45.4;8.0;18143;-0.5;7032.0;27.4
1200;DAEWOONG PHARMA;South Korea;RoW;Pharmaceuticals & Biotechnology;124.5;16.6;857.9;9.2;14.5;55.7;25.3;6.5;66.2;423.6;7.7;;;1431.1;43.1
1201;GOPRO;US;US;Leisure Goods;124.4;14.1;1025.1;30.2;12.1;4.9;13.6;0.5;102.1;-1793.7;10.0;766;1.1;1112.7;112.9
1202;DINGDONG;China;China;General Retailers;124.3;179.9;2788.7;77.5;4.5;62.6;81.8;2.2;-877.3;100.2;-31.5;4005;;3556.2;
1203;NHK SPRING;Japan;Japan;Automobiles & Parts;124.3;2.6;4537.2;2.5;2.7;180.7;-11.6;4.0;110.1;42.0;2.4;;;1487.7;18.4
1204;8X8;US;US;Mobile Telecommunications;124.3;17.6;563.4;19.9;22.1;3.7;-35.7;0.6;-127.5;-1.2;-22.6;2216;30.7;2388.8;53.8
1205;SHANDONG HUALU-HENGSHENG CHEMICAL;China;China;Chemicals;124.0;57.4;3628.7;105.6;3.4;509.0;40.4;14.0;1194.2;290.7;32.9;4476;9.1;10646.5;76.4
1206;FASTLY;US;US;Software & Computer Services;123.9;73.4;312.8;21.8;39.6;30.7;17.7;9.8;-191.2;148.6;-61.1;976;3.9;4488.6;-39.4
1207;NISSAN CHEMICAL;Japan;Japan;Chemicals;123.9;-2.6;1607.8;-0.5;7.7;87.0;36.3;5.4;394.0;19.8;24.5;2737;1.8;6820.9;8.3
1208;JD HEALTH INTERNATIONAL;China;China;Pharmaceuticals & Biotechnology;123.8;46.6;4252.5;58.3;2.9;69.6;3099.0;1.6;-189.3;-488.3;-4.5;3305;57.5;26084.0;
1209;KRAFT HEINZ COMPANY;US;US;Food Producers;123.6;17.6;22993.1;-0.5;0.5;799.0;51.8;3.5;3131.7;64.9;13.6;36000;-5.3;38874.9;2.8
1210;HEIDELBERGCEMENT;Germany;EU;Construction & Materials;123.6;3.0;18719.9;6.3;0.7;1392.3;51.0;7.4;3076.9;-361.5;16.4;51209;-3.6;14547.9;37.8
1211;QUECTEL WIRELESS SOLUTIONS;China;China;Mobile Telecommunications;123.6;39.7;1559.0;84.5;7.9;128.6;68.3;8.3;48.3;83.9;3.1;4107;35.8;2090.3;1.8
1212;IPG PHOTONICS;US;US;Electronic & Electrical Equipment;123.2;10.0;1289.8;21.7;9.6;108.7;40.4;8.4;311.5;89.9;24.1;6580;8.6;8061.9;6.0
1213;RIJK ZWAAN TOP HOLDING;Netherlands;EU;Food Producers;123.0;10.4;497.7;4.4;24.7;;;;73.2;5.9;14.7;3335;4.2;;
1214;JVC KENWOOD;Japan;Japan;Leisure Goods;122.7;1.0;2180.7;3.1;5.6;48.4;38.5;2.2;61.8;32.9;2.8;16585;-2.2;263.7;32.5
1215;ZEON;Japan;Japan;Chemicals;122.7;11.3;2796.4;19.8;4.4;180.0;-0.5;6.4;327.5;26.8;11.7;;;2675.8;30.8
1216;MA COM TECHNOLOGY SOLUTIONS;US;US;Technology Hardware & Equipment;122.6;-1.8;535.9;14.5;22.9;15.9;2.2;3.0;71.5;1689.3;13.3;1100;4.8;3687.4;75.2
1217;ZOGENIX;US;US;Pharmaceuticals & Biotechnology;122.5;3.6;72.1;498.8;169.8;0.1;-87.8;0.1;-197.9;-9.5;-274.3;327;50.0;730.9;-36.9
1218;OBAYASHI;Japan;Japan;Construction & Materials;122.5;16.0;14865.3;8.8;0.8;448.6;1.0;3.0;317.4;-66.3;2.1;15470;1.3;5053.5;-12.6
1219;HIKMA PHARMACEUTICALS;UK;Row;Pharmaceuticals & Biotechnology;121.8;3.8;2254.1;9.1;5.4;128.0;-15.7;5.7;546.5;1.0;24.2;8703;0.3;6968.5;7.5
1220;VARONIS SYSTEMS;US;US;Software & Computer Services;121.7;38.8;344.5;33.3;35.3;9.3;3.7;2.7;-87.1;25.9;-25.3;2065;20.1;6514.5;89.3
1221;IBIDEN;Japan;Japan;Electronic & Electrical Equipment;121.6;-6.6;3101.1;24.0;3.9;511.8;-12.1;16.5;538.1;101.4;17.4;;;6468.4;78.6
1222;UBIQUITI NETWORKS;US;US;Technology Hardware & Equipment;121.6;18.5;1493.6;-10.9;8.1;11.9;-26.5;0.8;408.1;-37.7;27.3;1377;12.6;17954.1;75.7
1223;CVENT;US;US;Software & Computer Services;121.5;7.1;458.1;4.0;26.5;4.1;124.7;0.9;-39.3;58.0;-8.6;4300;4.9;;
1224;KULICKE & SOFFA;US;US;Technology Hardware & Equipment;121.4;11.4;1340.0;143.5;9.1;20.1;94.3;1.5;368.3;613.0;27.5;3586;26.4;3840.3;193.3
1225;CRITEO;France;EU;Media;121.3;16.9;1990.3;8.8;6.1;;;;141.9;27.7;7.1;2781;7.2;2021.5;184.0
1226;MASIMO;US;US;Health Care Equipment & Services;121.2;15.7;1094.1;8.3;11.1;22.5;-64.8;2.1;243.5;8.0;22.3;2200;37.5;13199.8;21.5
1227;CANSINBIOLOGICS;China;China;Pharmaceuticals & Biotechnology;121.0;124.6;594.5;29405.5;20.4;166.8;317.3;28.1;249.7;-509.2;42.0;1946;168.0;;
1228;UNIQURE;Netherlands;EU;Pharmaceuticals & Biotechnology;120.9;16.2;462.7;1296.8;26.1;15.4;139.8;3.3;274.3;-352.7;59.3;463;39.5;1180.9;-26.2
1229;POSEIDA THERAPEUTICS;US;US;Pharmaceuticals & Biotechnology;120.7;32.1;27.6;;437.7;2.3;-84.4;8.4;-124.9;11.7;-452.7;263;27.7;475.5;-7.2
1230;AVERY DENNISON;US;US;Chemicals;120.6;21.1;7423.9;20.6;1.6;225.1;26.6;3.0;936.8;23.8;12.6;36000;12.5;16493.9;94.0
1231;OPPEIN HOME GROUP;China;China;General Retailers;120.2;30.6;2772.3;38.9;4.3;171.1;-35.0;6.2;413.9;28.2;14.9;24660;23.2;13044.0;58.4
1232;HUIZHOU DESAY SV AUTOMOTIVE;China;China;Electronic & Electrical Equipment;120.1;18.0;1283.6;40.3;9.4;93.6;56.4;7.3;133.8;66.3;10.4;5342;24.3;6716.2;468.6
1233;GARRETT MOTION;US;US;Automobiles & Parts;120.1;22.5;3207.7;19.7;3.7;63.6;-10.0;2.0;432.6;110.3;13.5;8700;38.1;;
1234;XINFENGMING GROUP;China;China;Personal Goods;119.9;54.8;5697.1;43.0;2.1;872.2;4.1;15.3;442.4;263.6;7.8;14331;36.9;3494.7;90.8
1235;RAMBUS;US;US;Technology Hardware & Equipment;119.8;-3.0;289.9;33.3;41.3;12.2;-53.6;4.2;26.4;-171.7;9.1;690;10.8;2288.3;69.7
1236;SOMFY;France;EU;Electronic & Electrical Equipment;119.7;15.8;1477.8;17.6;8.1;55.0;8.0;3.7;303.2;16.1;20.5;6878;5.8;6097.6;57.9
1237;KARL STORZ;Germany;EU;Health Care Equipment & Services;119.6;15.6;1763.4;-7.0;6.8;51.6;-40.4;2.9;211.6;16.3;12.0;7482;1.5;;
1238;COGNEX;US;US;Electronic & Electrical Equipment;119.5;3.4;915.7;27.9;13.1;13.6;16.2;1.5;278.2;72.2;30.4;2257;9.8;13826.4;30.8
1239;ADVA;Germany;EU;Technology Hardware & Equipment;119.2;4.1;603.3;6.8;19.8;15.9;16.5;2.6;45.3;64.9;7.5;1973;5.5;708.0;96.8
1240;CHINA AEROSPACE TIMES ELECTRONICS;China;China;Aerospace & Defence;119.1;55.6;2186.4;14.6;5.4;62.5;-1.2;2.9;135.2;8.6;6.2;15648;1.0;2973.6;1.5
1241;CSG SYSTEMS INTERNATIONAL;US;US;Software & Computer Services;118.9;9.6;924.0;5.6;12.9;23.5;-9.6;2.5;113.9;16.4;12.3;5200;8.2;1393.7;12.1
1242;ASR MICROELECTRONICS;China;China;Electronic & Electrical Equipment;118.8;-57.1;295.8;97.7;40.1;31.1;128.2;10.5;-77.9;-75.9;-26.3;1023;11.9;;
1243;RADIUS HEALTH;US;US;Pharmaceuticals & Biotechnology;118.7;-15.5;203.0;-3.6;58.5;0.0;;0.0;-48.0;-34.1;-23.6;293;-5.5;578.4;13.9
1244;FARFETCH;UK;Row;Personal Goods;118.7;20.3;1992.4;34.8;6.0;25.5;7.5;1.3;-420.5;-23.2;-21.1;6464;18.8;11507.3;58.5
1245;AGENUS;US;US;Pharmaceuticals & Biotechnology;118.5;25.8;261.0;235.3;45.4;29.9;875.6;11.4;32.9;-132.1;12.6;441;22.8;1269.9;80.0
1246;KELLOGG;US;US;Food Producers;118.3;-0.7;12520.7;3.0;0.9;488.3;9.5;3.9;1594.6;0.1;12.7;31000;0.0;19003.3;-11.5
